rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,throttle_rate,throttle_pc,engine_rpm
1541198210632627580,,53914,,1541198210,632484673,'',8.60000038147,0.0,1474.0
1541198210641176749,,53915,,1541198210,641018162,'',8.80000019073,0.0,1474.0
1541198210652864623,,53916,,1541198210,652731514,'',8.80000019073,0.0,1478.0
1541198210661967617,,53917,,1541198210,661839230,'',8.89999961853,0.0,1478.0
1541198210673372283,,53918,,1541198210,673169857,'',9.0,0.0,1478.0
1541198210681350201,,53919,,1541198210,681217124,'',9.0,0.0,1478.0
1541198210693625660,,53920,,1541198210,693507413,'',9.19999980927,0.0,1480.0
1541198210701075161,,53921,,1541198210,700925813,'',9.5,0.0,1478.0
1541198210713571209,,53922,,1541198210,713466341,'',9.5,0.0,1480.0
1541198210721695784,,53923,,1541198210,721598095,'',9.89999961853,0.0399999991059,1480.0
1541198210733429759,,53924,,1541198210,733210377,'',10.3000001907,0.0,1484.0
1541198210741412222,,53925,,1541198210,741294755,'',10.3000001907,0.0,1484.0
1541198210752781342,,53926,,1541198210,752543899,'',10.8000001907,0.0399999991059,1484.0
1541198210761715996,,53927,,1541198210,761597035,'',11.1999998093,0.0399999991059,1488.0
1541198210773354126,,53928,,1541198210,773228054,'',11.1999998093,0.0,1492.0
1541198210781595302,,53929,,1541198210,781472728,'',11.6999998093,0.0399999991059,1494.0
1541198210794271480,,53930,,1541198210,794133601,'',12.0,0.0,1494.0
1541198210801313279,,53931,,1541198210,801203328,'',12.0,0.0,1500.0
1541198210812669482,,53932,,1541198210,812531703,'',12.3000001907,0.0,1508.0
1541198210821077067,,53933,,1541198210,820949727,'',12.5,0.0,1516.0
1541198210833311447,,53934,,1541198210,833190379,'',12.5,0.0,1526.0
1541198210841437666,,53935,,1541198210,841281493,'',12.6000003815,0.0,1526.0
1541198210852871582,,53936,,1541198210,852765673,'',12.6999998093,0.0,1542.0
1541198210861082214,,53937,,1541198210,860947905,'',12.6999998093,0.0,1550.0
1541198210872679188,,53938,,1541198210,872475064,'',12.8000001907,0.0,1564.0
1541198210881056318,,53939,,1541198210,880941368,'',13.1999998093,0.0,1564.0
1541198210894303708,,53940,,1541198210,894187332,'',13.1999998093,0.0,1576.0
1541198210901486005,,53941,,1541198210,901295248,'',13.6000003815,0.0399999991059,1584.0
1541198210912618679,,53942,,1541198210,912460913,'',13.8999996185,0.0,1590.0
1541198210921109663,,53943,,1541198210,920979470,'',13.8999996185,0.0,1594.0
1541198210932738645,,53944,,1541198210,932516005,'',14.0,0.0,1594.0
1541198210941215941,,53945,,1541198210,941004979,'',14.0,0.0,1592.0
1541198210952893029,,53946,,1541198210,952765486,'',14.0,0.0,1592.0
1541198210961977852,,53947,,1541198210,961868419,'',14.0,0.0,1592.0
1541198210973321306,,53948,,1541198210,973151541,'',14.0,0.0,1588.0
1541198210981361748,,53949,,1541198210,981218925,'',14.0,0.0,1588.0
1541198210993705437,,53950,,1541198210,993552239,'',14.0,0.0,1586.0
1541198211001777301,,53951,,1541198211,1604359,'',14.0,0.0,1588.0
1541198211012639374,,53952,,1541198211,12508398,'',14.0,0.0,1586.0
1541198211021712289,,53953,,1541198211,21593016,'',14.0,0.0,1586.0
1541198211033431696,,53954,,1541198211,33218605,'',14.0,0.0,1586.0
1541198211041439120,,53955,,1541198211,41300185,'',14.0,0.0,1588.0
